City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,odweyne,9.4092,45.064,23.06,55,5,6.57,SO,1691889421
284,saryg-sep,51.5,95.6,16.58,83,100,0.35,RU,1691889422
285,gold coast,-28.0,153.4333,27.24,61,0,3.09,AU,1691889399
286,nelson bay,-32.7167,152.15,17.27,73,71,1.79,AU,1691889423
287,samarai,-10.6167,150.6667,24.47,76,95,7.46,PG,1691889423
288,flinders,-34.5833,150.8552,17.81,66,86,1.24,AU,1691889424
289,zonnebeke,50.8726,2.9873,17.04,75,100,2.24,BE,1691889424
290,koupela,12.1794,-0.3517,25.55,83,100,3.38,BF,1691889425
291,cairns,-16.9167,145.7667,27.28,59,92,5.14,AU,1691889195
292,piopio,-38.4667,175.0167,13.94,70,100,1.67,NZ,1691889425
293,samfya,-11.3649,29.5565,13.74,64,10,3.09,ZM,1691889426
294,aksarka,66.5606,67.7975,11.47,49,17,2.07,RU,1691889426
295,pronsk,54.1048,39.6092,17.49,94,13,3.33,RU,1691889426
296,lorengau,-2.0226,147.2712,25.2,92,100,5.7,PG,1691889427
297,nouadhibou,20.931,-17.0347,26.99,78,40,1.03,MR,1691889427
298,lebu,-37.6167,-73.65,8.57,76,82,3.2,CL,1691889427
299,hanzhong,33.0728,107.0303,24.32,83,49,0.97,CN,1691889428
300,severnoye,56.3491,78.3619,7.52,88,100,3.84,RU,1691889428
301,san carlos,9.6612,-68.5827,23.8,95,66,0.94,VE,1691889429
302,burnie,-41.0667,145.9167,9.69,55,5,2.12,AU,1691889429
303,henties bay,-22.116,14.2845,11.51,90,0,1.44,NA,1691889429
304,terrace,54.5163,-128.6035,18.95,77,75,8.23,CA,1691889430
305,ahipara,-35.1667,173.1667,16.01,81,100,4.46,NZ,1691889430
306,labuhan,-6.8844,112.2051,25.43,71,22,3.7,ID,1691889430
307,san cristobal,7.7669,-72.225,24.1,91,7,1.27,VE,1691889431
308,karratha,-20.7377,116.8463,22.62,52,1,3.35,AU,1691889431
309,atikokan,48.7555,-91.6216,14.44,75,100,1.74,CA,1691889431
310,nishihara,26.1842,127.7558,31.03,76,20,2.57,JP,1691889432
311,camacha,33.0833,-16.3333,21.68,88,20,6.17,PT,1691889432
312,tubuala,9.5167,-79.0333,27.43,82,100,1.15,PA,1691889432
313,clyde,41.3042,-82.9752,24.19,68,9,3.86,US,1691889433
314,porto novo,6.4965,2.6036,24.31,87,100,3.5,BJ,1691889433
315,gamba,-2.65,10.0,21.69,93,91,3.1,GA,1691889433
316,sao felix do xingu,-6.6447,-51.995,25.02,40,0,1.07,BR,1691889211
317,brasy,49.837,13.5783,17.34,100,10,3.13,CZ,1691889434
318,sargatskoye,55.6101,73.4972,8.14,69,100,3.59,RU,1691889434
319,touros,-5.1989,-35.4608,23.84,85,14,5.5,BR,1691889435
320,sambava,-14.2667,50.1667,20.66,88,7,3.12,MG,1691889435
321,griffith,41.5284,-87.4237,27.96,60,0,2.06,US,1691889436
322,ratnagiri,16.9833,73.3,25.77,84,100,3.19,IN,1691889436
323,brokopondo,4.75,-55.1667,27.96,59,26,2.53,SR,1691889436
324,rio gallegos,-51.6226,-69.2181,2.03,69,0,3.6,AR,1691889437
325,jawhar,2.7809,45.5005,23.17,92,100,3.99,SO,1691889437
326,tias,28.9611,-13.645,26.82,54,0,3.09,ES,1691889438
327,kismayo,-0.3582,42.5454,24.45,83,18,4.9,SO,1691889438
328,salamiyah,35.0113,37.0532,30.94,25,6,0.36,SY,1691889438
329,salalah,17.0151,54.0924,26.05,94,75,2.57,OM,1691889439
330,port-gentil,-0.7193,8.7815,23.78,89,100,7.38,GA,1691889439
331,chuy,-33.6971,-53.4616,5.55,66,17,3.14,UY,1691889440
332,jumla,29.2747,82.1838,17.97,95,100,0.26,NP,1691889440
333,beni,0.5,29.4667,17.74,88,100,0.93,CD,1691889440
334,lyngseidet,69.5763,20.2189,11.0,83,95,0.35,NO,1691889441
335,tulun,54.5611,100.5792,16.87,92,100,3.26,RU,1691889441
336,maragogi,-9.0122,-35.2225,23.02,86,52,4.5,BR,1691889441
337,vyartsilya,62.1764,30.693,13.12,93,1,1.13,RU,1691889442
338,muisne,0.6,-80.0333,24.68,85,100,3.53,EC,1691889442
339,llanes,43.4198,-4.7549,19.84,84,100,0.15,ES,1691889442
340,lavrentiya,65.5833,-171.0,14.42,62,68,3.89,RU,1691889443
341,devonport,-41.1667,146.35,10.05,64,5,0.45,AU,1691889443
342,prince rupert,54.3161,-130.3201,17.05,87,100,11.32,CA,1691889403
343,quelimane,-17.8786,36.8883,18.97,88,20,1.03,MZ,1691889444
344,songadh,21.1667,73.5667,24.35,89,100,4.56,IN,1691889444
345,khandyga,62.6667,135.6,27.42,35,8,0.73,RU,1691889445
346,sukhumi,43.0033,41.0153,25.01,91,98,0.15,GE,1691889445
347,nador,35.174,-2.9287,25.14,94,0,1.03,MA,1691889446
348,kazachinskoye,57.6953,93.2761,14.04,98,100,1.5,RU,1691889446
349,atar,20.5169,-13.0499,33.74,37,11,3.1,MR,1691889446
350,atherton,53.5237,-2.4935,16.83,85,99,3.97,GB,1691889447
351,maltahohe,-24.8333,16.9833,10.64,36,91,3.44,NA,1691889447
352,chapleau,47.8405,-83.4034,13.05,100,100,4.63,CA,1691889448
353,takoradi,4.8845,-1.7554,23.81,90,92,4.73,GH,1691889448
354,ust-tsilma,65.441,52.1498,15.43,72,85,2.1,RU,1691889448
355,dunedin,-45.8742,170.5036,11.71,71,57,0.89,NZ,1691889449
356,hoima,1.4356,31.3436,17.96,88,29,0.27,UG,1691889450
357,de-kastri,51.4667,140.7833,17.38,87,100,2.89,RU,1691889450
358,port moresby,-9.4431,147.1797,26.07,67,95,5.21,PG,1691889450
359,milkovo,54.7167,158.6167,13.26,82,100,3.22,RU,1691889451
360,grindavik,63.8424,-22.4338,10.97,93,0,2.57,IS,1691889451
361,goundam,16.4145,-3.6708,33.81,36,100,3.19,ML,1691889452
362,belaya gora,68.5333,146.4167,19.2,49,100,5.08,RU,1691889452
363,sumbe,-11.2061,13.8437,19.06,91,38,3.07,AO,1691889452
364,port hueneme,34.1478,-119.1951,30.99,77,20,7.72,US,1691889453
365,alugan,12.2188,125.4808,28.06,77,99,3.78,PH,1691889453
366,saint-pierre,-21.3393,55.4781,20.87,83,0,2.57,RE,1691889453
367,geraldton,-28.7667,114.6,16.23,88,2,1.54,AU,1691889174
368,dhrangadhra,22.9833,71.4667,26.6,74,100,6.86,IN,1691889454
369,dzhankoy,45.7167,34.4,21.08,61,0,2.11,UA,1691889454
370,stabat,3.761,98.4513,26.11,92,100,1.15,ID,1691889455
371,rey bouba,8.6724,14.1786,22.37,98,100,1.24,CM,1691889455
372,inhambane,-23.865,35.3833,18.59,81,9,2.55,MZ,1691889455
373,gijon,43.5357,-5.6615,20.56,82,100,0.38,ES,1691889256
374,zhigansk,66.7697,123.3711,11.15,79,100,5.56,RU,1691889456
375,praya,14.9215,-23.5087,27.3,78,75,1.54,CV,1691889456
376,khandbari,27.3747,87.2039,23.5,92,100,0.3,NP,1691889457
377,chulucanas,-5.0925,-80.1625,24.88,65,94,4.29,PE,1691889457
378,coahuayana,18.7333,-103.6833,29.21,80,22,2.35,MX,1691889457
379,thunder bay,48.4001,-89.3168,17.99,77,40,1.54,CA,1691889444
380,puri,19.8,85.85,27.29,74,97,2.19,IN,1691889458
381,fayaoue,-20.65,166.5333,20.54,57,100,5.16,NC,1691889458
382,minot,48.2325,-101.2963,23.12,46,40,4.12,US,1691889459
383,oussouye,12.485,-16.5469,25.44,88,71,4.21,SN,1691889459
384,rincon,32.296,-81.2354,29.36,66,19,0.65,US,1691889459
385,ancud,-41.8697,-73.8203,9.98,93,100,9.99,CL,1691889460
386,pallasovka,50.05,46.8833,26.32,23,45,5.56,RU,1691889460
387,chara,56.9064,118.2631,20.07,70,77,0.9,RU,1691889460
388,limbang,4.75,115.0,30.06,84,100,0.99,MY,1691889461
389,agboville,5.928,-4.2132,22.11,94,70,1.99,CI,1691889461
390,norden,53.6,7.2,14.98,96,64,6.27,DE,1691889461
391,oktyabrskoye,43.0645,44.7417,22.08,88,40,1.0,RU,1691889461
392,martinsville,36.6915,-79.8725,27.47,89,0,1.54,US,1691889332
393,shelburne,44.0787,-80.2041,18.96,87,0,3.41,CA,1691889462
394,leshukonskoye,64.8989,45.7622,18.66,85,100,1.65,RU,1691889462
395,bosanski samac,45.0592,18.4669,15.7,68,9,1.01,BA,1691889463
396,pitea,65.3172,21.4794,16.05,98,98,3.04,SE,1691889463
397,tikhvin,59.6451,33.5294,18.45,98,100,2.59,RU,1691889463
398,kenai,60.5544,-151.2583,17.05,78,100,6.17,US,1691889464
399,komsomolskiy,40.4272,71.7189,21.4,49,0,1.03,UZ,1691889464
400,bosaso,11.2842,49.1816,32.39,39,0,7.58,SO,1691889464
401,cabedelo,-6.9811,-34.8339,23.37,85,40,5.02,BR,1691889465
402,ozernovskiy,51.5,156.5167,11.74,90,83,3.38,RU,1691889466
403,general roca,-39.0333,-67.5833,10.35,30,78,5.62,AR,1691889466
404,atambua,-9.1061,124.8925,26.84,53,3,1.31,ID,1691889466
405,solnechnyy,50.7214,136.6319,22.57,67,100,2.48,RU,1691889467
406,olafsvik,64.8945,-23.7142,11.8,79,24,3.68,IS,1691889468
407,zabol,32.25,67.25,21.94,21,0,2.93,AF,1691889468
408,racine,42.7495,-88.0751,26.88,68,0,1.54,US,1691889468
409,yumen,40.2833,97.2,27.17,24,100,3.71,CN,1691889469
410,normandin,48.8333,-72.5321,15.17,94,100,0.51,CA,1691889469
411,havre-saint-pierre,50.2334,-63.5986,16.0,94,0,3.6,CA,1691889469
412,baykit,61.67,96.37,17.64,80,96,1.78,RU,1691889470
413,pangoa,-12.1167,-73.0,19.68,97,71,1.3,PE,1691889470
414,santa vitoria do palmar,-33.5189,-53.3681,5.88,66,11,3.14,BR,1691889470
415,limpapa,7.1197,121.9106,28.63,77,95,2.0,PH,1691889471
416,sorong,-0.8833,131.25,27.93,71,72,4.86,ID,1691889471
417,padang,-0.9492,100.3543,25.03,82,35,1.08,ID,1691889472
418,asosa,10.0667,34.5333,15.67,94,100,1.75,ET,1691889472
419,ilembula,-8.9,34.5833,13.86,71,0,4.94,TZ,1691889472
420,kamiiso,41.8167,140.65,21.21,94,75,5.14,JP,1691889473
421,faro,37.0194,-7.9322,27.88,39,0,3.6,PT,1691889185
422,cheremnoye,53.1697,83.2133,12.33,91,100,1.94,RU,1691889473
423,jutai,-5.1833,-68.9,24.73,87,92,1.08,BR,1691889473
424,antalaha,-14.9003,50.2788,19.77,89,3,2.06,MG,1691889474
425,high level,58.5169,-117.136,24.06,41,40,2.06,CA,1691889474
426,la macarena,2.1837,-73.7849,22.63,94,36,0.95,CO,1691889375
427,bahia blanca,-38.7196,-62.2724,4.9,31,11,0.89,AR,1691889475
428,huarmey,-10.0681,-78.1522,19.8,82,6,4.29,PE,1691889475
429,porirua,-41.1333,174.85,13.68,91,100,8.68,NZ,1691889475
430,sechura,-5.5569,-80.8222,22.21,75,87,7.55,PE,1691889475
431,fortuna,40.5982,-124.1573,21.63,74,20,4.63,US,1691889476
432,yeppoon,-23.1333,150.7333,22.88,44,60,1.01,AU,1691889476
433,kurilsk,45.2333,147.8833,15.85,62,96,5.34,RU,1691889476
434,mercedes,-34.6515,-59.4307,6.69,42,28,0.87,AR,1691889315
435,yulara,-25.2406,130.9889,23.14,25,98,5.46,AU,1691889477
436,fez,34.0372,-4.9998,30.14,20,0,3.6,MA,1691889308
437,nerchinskiy zavod,51.3088,119.61,16.38,86,99,1.11,RU,1691889477
438,raudeberg,61.9875,5.1352,14.42,41,92,4.58,NO,1691889478
439,doctor arroyo,23.6667,-100.1833,23.01,50,96,1.7,MX,1691889478
440,bacolod,10.6667,122.95,28.25,80,76,5.2,PH,1691889478
441,zhuhai,22.2769,113.5678,29.88,94,40,5.66,CN,1691889479
442,bairiki,1.3292,172.9752,32.0,66,20,3.6,KI,1691889479
443,alice town,25.7167,-79.3,30.1,71,71,8.96,BS,1691889479
444,seybaplaya,19.65,-90.6667,30.7,80,55,7.34,MX,1691889480
445,booue,-0.0921,11.9385,23.6,91,100,0.95,GA,1691889480
446,beira,-19.8436,34.8389,16.05,88,20,2.06,MZ,1691889480
447,san juan,-31.5375,-68.5364,11.44,30,63,2.41,AR,1691889460
448,tual,-5.6667,132.75,25.31,81,35,9.71,ID,1691889481
449,inverness,57.4791,-4.224,13.8,94,99,1.03,GB,1691889481
450,pucara,-15.9803,-71.4606,3.07,31,77,2.02,PE,1691889481
451,kristiinankaupunki,62.2743,21.376,15.61,90,100,5.55,FI,1691889482
452,hendek,40.7994,30.7481,18.1,92,0,1.06,TR,1691889482
453,mecca,21.4267,39.8261,29.63,44,57,0.8,SA,1691889301
454,birin,26.8865,88.0718,18.19,99,100,1.09,NP,1691889483
455,sakakah,29.9697,40.2064,33.76,15,22,4.55,SA,1691889483
456,balykshi,47.0667,51.8667,25.0,23,0,6.0,KZ,1691889484
457,praia da vitoria,38.7333,-27.0667,24.14,83,75,4.38,PT,1691889484
458,beloha,-25.1667,45.05,15.16,86,0,2.23,MG,1691889484
459,tarauaca,-8.1614,-70.7656,22.16,98,52,1.39,BR,1691889253
460,hays,30.0502,-98.0336,36.83,43,4,2.68,US,1691889485
461,manisa,38.8333,28.1667,17.4,77,0,1.44,TR,1691889486
462,kinkala,-4.3614,14.7644,21.31,86,13,2.1,CG,1691889486
463,high rock,26.6208,-78.2833,29.01,70,100,5.86,BS,1691889486
464,lufilufi,-13.8745,-171.5986,28.77,78,25,3.67,WS,1691889487
465,miyako,39.6367,141.9525,27.99,83,88,2.4,JP,1691889487
466,san quintin,30.4833,-115.95,21.56,79,1,6.19,MX,1691889487
467,kavaratti,10.5669,72.642,27.49,74,100,5.43,IN,1691889488
468,bathsheba,13.2167,-59.5167,28.34,83,40,9.77,BB,1691889488
469,bambous virieux,-20.3428,57.7575,22.34,94,40,4.12,MU,1691889489
470,katherine,-14.4667,132.2667,28.18,39,47,4.63,AU,1691889489
471,oranjemund,-28.55,16.4333,12.41,90,70,2.74,NA,1691889489
472,caucaia,-3.7361,-38.6531,26.97,74,40,4.63,BR,1691889490
473,saint-denis,48.9167,2.3333,18.43,79,0,2.57,FR,1691889490
474,tocopilla,-22.092,-70.1979,17.52,75,12,1.61,CL,1691889491
475,dauriya,49.9333,116.8667,20.93,60,62,4.2,RU,1691889491
476,yertarskiy,56.7902,64.2995,7.44,73,19,2.25,RU,1691889491
477,mackay,-21.15,149.2,25.93,58,86,1.15,AU,1691889492
478,teya,60.3778,92.6267,15.26,88,100,0.48,RU,1691889492
479,cap malheureux,-19.9842,57.6142,22.48,83,27,1.34,MU,1691889494
480,shitanjing,39.2342,106.3439,24.7,37,29,2.75,CN,1691889494
481,sterling,39.0062,-77.4286,29.55,68,0,2.57,US,1691889494
482,ostrovnoy,68.0531,39.5131,13.95,90,100,5.72,RU,1691889495
483,sarangani,5.4033,125.4636,26.99,81,100,4.79,PH,1691889495
484,tazmalt,36.3868,4.3989,23.79,58,0,0.92,DZ,1691889495
485,klyuchi,52.2667,79.1667,12.27,92,100,3.84,RU,1691889496
486,heimberg,46.7948,7.6043,20.08,86,75,5.36,CH,1691889496
487,shevchenkove,49.6959,37.1735,14.99,72,0,1.47,UA,1691889497
488,kurumkan,54.3,110.3,20.36,68,0,1.36,RU,1691889497
489,dumbravita,45.7667,25.4333,13.38,93,0,0.6,RO,1691889497
490,karakol,42.4907,78.3936,12.82,78,6,0.98,KG,1691889498
491,wewak,-3.5534,143.6268,28.26,70,100,1.35,PG,1691889499
492,krasnyy oktyabr,56.1167,38.8833,17.67,84,49,2.5,RU,1691889499
493,strezhevoy,60.7333,77.5889,8.9,70,100,4.27,RU,1691889500
494,ambon,-3.6954,128.1814,25.88,83,59,6.88,ID,1691889500
495,vostok,46.4856,135.8833,25.88,58,0,0.85,RU,1691889501
496,popondetta,-8.7537,148.2534,30.53,45,99,1.87,PG,1691889501
497,san lorenzo,-25.3333,-57.5333,16.52,36,0,4.63,PY,1691889501
498,whitehorse,60.7161,-135.0538,16.43,72,75,9.77,CA,1691889502
499,sorland,67.667,12.6934,13.92,89,90,4.66,NO,1691889502
500,demirci,39.0461,28.6589,17.01,83,0,2.93,TR,1691889502
501,warrington,53.3925,-2.5802,17.15,87,20,5.14,GB,1691889324
502,mananjary,-21.2167,48.3333,20.15,91,62,2.57,MG,1691889503
503,nicoya,10.1483,-85.452,25.91,86,100,1.45,CR,1691889504
504,chicama,-7.8447,-79.1469,20.3,82,100,2.63,PE,1691889504
505,puerto escondido,15.85,-97.0667,30.46,54,40,2.57,MX,1691889504
506,tautira,-17.7333,-149.15,24.61,69,24,5.52,PF,1691889505
507,san jeronimo,-11.9472,-75.2829,9.59,78,33,0.66,PE,1691889505
508,bakel,14.905,-12.4568,26.84,81,100,5.29,SN,1691889506
509,duncan,34.5023,-97.9578,27.94,57,40,6.17,US,1691889506
510,bundaberg,-24.85,152.35,22.96,46,3,3.9,AU,1691889506
511,bukachacha,52.9833,116.9167,17.71,87,100,1.7,RU,1691889507
512,salym,60.0625,71.4789,7.65,63,17,3.34,RU,1691889507
513,kununurra,-15.7667,128.7333,28.99,37,2,2.06,AU,1691889210
514,namatanai,-3.6667,152.4333,26.67,85,100,4.39,PG,1691889508
515,sant,47.45,24.9,12.21,83,0,0.86,RO,1691889508
516,sinnamary,5.3833,-52.95,26.28,85,23,4.22,GF,1691889508
517,jiexiu,37.0244,111.9125,27.23,47,15,1.78,CN,1691889509
518,tomatlan,19.9333,-105.25,29.61,76,56,2.7,MX,1691889509
519,kieta,-6.2167,155.6333,27.05,87,100,4.13,PG,1691889510
520,vardo,70.3705,31.1107,13.99,88,100,5.66,NO,1691889510
521,sungairaya,0.7,108.9,27.07,71,85,3.26,ID,1691889511
522,bartica,6.4,-58.6167,26.18,89,11,1.26,GY,1691889511
523,amahai,-3.3333,128.9167,26.08,81,76,3.2,ID,1691889512
524,damietta,31.4165,31.8133,25.69,78,2,4.76,EG,1691889512
525,kasane,-17.8167,25.15,13.93,49,0,1.65,BW,1691889512
526,nuuk,64.1835,-51.7216,8.34,87,100,5.14,GL,1691889513
527,itarema,-2.9248,-39.9167,24.98,82,100,4.77,BR,1691889240
528,beringovskiy,63.05,179.3167,8.67,90,100,6.45,RU,1691889513
529,dubbo,-32.25,148.6167,15.07,63,100,2.06,AU,1691889250
530,lishu,43.3047,124.3278,22.04,93,100,0.94,CN,1691889514
531,carutapera,-1.195,-46.02,25.17,85,69,3.23,BR,1691889515
532,adrar,20.5022,-10.0711,34.46,19,81,2.23,MR,1691889515
533,saint-joseph,-21.3667,55.6167,20.26,86,49,5.63,RE,1691889515
534,porto nacional,-10.7081,-48.4172,24.0,27,5,0.46,BR,1691889516
535,loja,-3.9931,-79.2042,13.22,36,12,7.6,EC,1691889392
536,colac,-38.3333,143.5833,10.09,64,37,1.17,AU,1691889516
537,liepaja,56.5419,21.0367,14.99,88,0,2.57,LV,1691889517
538,waitati,-45.75,170.5667,11.71,71,66,1.96,NZ,1691889517
539,tombouctou,20.0,-3.0,34.84,16,6,1.53,ML,1691889517
540,paola,39.3599,16.0396,21.62,61,0,2.03,IT,1691889518
541,zaranj,30.9667,61.8833,28.57,22,0,12.21,AF,1691889518
542,linjiang,41.8069,126.9078,20.42,96,100,0.73,CN,1691889518
543,juneau,58.3019,-134.4197,15.12,98,100,9.26,US,1691889518
544,manavgat,36.7867,31.4431,25.49,35,0,1.55,TR,1691889519
545,esso,55.9333,158.7,13.14,82,94,1.5,RU,1691889519
546,athni,16.7333,75.0667,21.53,87,99,4.64,IN,1691889519
547,severo-kurilsk,50.6789,156.125,13.26,83,18,4.46,RU,1691889520
548,nizhneudinsk,54.9076,99.0276,18.33,89,77,2.26,RU,1691889520
549,akdagmadeni,39.6603,35.8836,16.17,81,8,1.98,TR,1691889520
550,kupang,-10.1667,123.5833,28.03,58,3,2.89,ID,1691889521
551,zonguldak,41.25,31.8333,15.47,92,0,0.94,TR,1691889521
552,vernon,50.2581,-119.2691,30.52,28,98,1.79,CA,1691889521
553,alvaraes,-3.2208,-64.8042,26.84,62,38,1.23,BR,1691889521
554,acarau,-2.8856,-40.12,24.87,82,100,4.61,BR,1691889522
555,mufulira,-12.5498,28.2407,11.75,54,5,1.93,ZM,1691889522
556,socorro,31.6546,-106.3033,36.38,27,20,0.0,US,1691889522
557,dongsheng,39.8161,109.9776,23.83,40,0,2.12,CN,1691889523
558,deyang,31.1302,104.382,26.38,79,8,0.46,CN,1691889523
559,veraval,20.9,70.3667,26.28,85,100,7.56,IN,1691889523
560,pueblo nuevo,23.3833,-105.3833,18.77,88,81,1.53,MX,1691889524
561,maniitsoq,65.4167,-52.9,7.16,89,93,2.63,GL,1691889495
562,bambanglipuro,-7.95,110.2833,23.72,73,98,1.16,ID,1691889524
563,kipini,-2.5257,40.5262,23.16,85,0,5.46,KE,1691889524
564,buseresere,-3.0236,31.8747,19.19,57,17,1.03,TZ,1691889525
565,malakal,9.5334,31.6605,23.04,92,79,0.67,SS,1691889525
566,liku,-0.7275,119.8922,28.38,68,89,0.45,ID,1691889525
567,crossville,35.949,-85.0269,20.95,96,0,1.79,US,1691889526
568,glendive,47.1053,-104.7125,24.79,38,100,5.66,US,1691889526
